Season,Episode,Episode Title,Line,Character,Lines;;;
"21,4,Franchise Prequel,87754,Craig,""Somebody's messing with our Facebook page. They're spreading all these lies, saying we like, burn the American flag and pee in each other's mouths. """;;;
21,4,Franchise Prequel,87756,Craig,Take a look. [holds up a picture of a mysterious boy and the Coon and Friends Facebook page] Someone is systematically targeting our Facebook followers and feeding them misinformation. ;;;
"21,4,Franchise Prequel,87974,Craig,""Yeah, but he's saying he doesn't ever get his own movie. """;;;
21,4,Franchise Prequel,87994,Craig,I thought Civil War wasn't supposed to happen until Phase 3. ;;;
"21,9,SUPER HARD PCness,89102,Craig,""Come on, Tweek. Hurry! """;;;
"21,9,SUPER HARD PCness,89115,Craig,""Don't take that crap, Heidi! Let Cartman have it! """;;;
21,9,SUPER HARD PCness,89121,Craig,Dammit. ;;;
"21,10,Splatty Tomato,89366,Craig,""[pats him on the shoulder] There there, Tweek. Everything is going to be okay. """;;;
21,10,Splatty Tomato,89369,Craig,Tweek's having a panic attack. ;;;
"21,10,Splatty Tomato,89373,Craig,""It's just your imagination, Tweek. """;;;
"21,10,Splatty Tomato,89381,Craig,""But wait, isn't Stranger Things just like that movie-? """;;;
21,10,Splatty Tomato,89407,Craig,We'll help you. ;;;
21,10,Splatty Tomato,89448,Craig,Yeah. It's Pandora. '80s' channel. ;;;
"21,10,Splatty Tomato,89475,Craig,""""""Hold On to the Nights"""" Richard Marx, 1988. """;;;
"21,10,Splatty Tomato,89478,Craig,"" Oh, yeah. That's better. """;;;
"21,10,Splatty Tomato,89489,Craig,""Dude, maybe your brother didn't even go looking for the President. """;;;
"22,1,Dead Kids,89580,Craig,""Divide four by six? [""""Report now!""""] """;;;
22,3,The Problem with a Poo,90124,Craig,Why do we have to do this now? ;;;
22,5,The Scoots,90746,Craig,Hold on! You guys are using e-scooters on Halloween too? ;;;
"22,8,Buddha Box,91447,Craig,""Dude! [Cartman bumps into him] Dude, what the hell are you doing?! """;;;
22,8,Buddha Box,91449,Craig,Get off of me!! ;;;
"22,8,Buddha Box,91451,Craig,""Yeah, 'cause you got a stupid box on your head! [finishes up, zips up his pants, and flushes the urinal, then walks away] """;;;
"22,8,Buddha Box,91453,Craig,""[stops, then turns around] My anxiety? """;;;
"22,8,Buddha Box,91455,Craig,""Well, I have to admit: sometimes, when me and Tweek are together it's... it's like he wants my atten- [Thump. Cartman has lowered his Buddha Box over his head. Craig turns around, dismayed, and walks out. Cartman turns left and steps up to the urinal] """;;;
23,4,Let Them Eat Goo,92813,Craig,You're out of the hospital? ;;;
"23,10,Christmas Snow,94218,Craig,""Dude, our parents seem really bummed out. """;;;
"23,10,Christmas Snow,94286,Craig,""Yeah. Last night, my mom had a ton of holiday spirit and then passed out. She hasn't gone to buy me any presents. """;;;
24,1,The Pandemic Special,94711,Craig,Are you nuts?? ;;;
"24,2,South ParQ Vaccination Special,95108,Craig,""Um... so does Oprah drink the same blood as Obama, or is it usually a different kid? """;;;
24,2,South ParQ Vaccination Special,95123,Craig,[sighs] I guess 2021 is gonna be just like 2020. ;;;
25,1,Pajama Day,95478,Craig,We burn down the cafeteria? ;;;
25,1,Pajama Day,95481,Craig,We didn't fucking do anything. ;;;
"25,1,Pajama Day,95487,Craig,""Alright, dude, can we lay off the Matt Damon jokes, please? They're just getting old. """;;;
26,1,Cupid Ye,97071,Craig,Hey! Asshole! Other people need to use the bathroom too! ;;;
"26,1,Cupid Ye,97072,Craig,""[Kenny kicks the door down, he and Craig walk into the bathroom and see all the Valentine’s decorations for Hitler.] Woah… dude… """;;;
26,1,Cupid Ye,97074,Craig,What the hell?! ;;;
26,1,Cupid Ye,97076,Craig,[Cupid Ye fires an arrow at Craig.] Ugh! [Craig’s face falls blankly and hearts with Nazi Swastikas appear floating around him.] ;;;
"26,1,Cupid Ye,97093,Craig,""[Kyle starts running away, Craig, Kevin Stoley and a group of students shot by Cupid Ye’s arrows corner him.] Look, there he is! """;;;
26,1,Cupid Ye,97096,Craig,A “Lord of the Rings” prequel?! What were you thinking?! ;;;
"1,1,Cartman Gets an Anal Probe,190,Wendy,""Here, Stan. This is for you. [Wendy hands Stan a note.] """;;;
1,1,Cartman Gets an Anal Probe,192,Wendy,Eww! [She leaves.] ;;;
"1,1,Cartman Gets an Anal Probe,329,Wendy,""Hi, Stan. """;;;
1,1,Cartman Gets an Anal Probe,331,Wendy,Eww! ;;;
"1,1,Cartman Gets an Anal Probe,333,Wendy,""But why, Stan? """;;;
1,1,Cartman Gets an Anal Probe,336,Wendy,Eww! ;;;
1,1,Cartman Gets an Anal Probe,338,Wendy,[Turns to Kyle.] Huh? ;;;
1,1,Cartman Gets an Anal Probe,340,Wendy,What happened to your little brother? ;;;
"1,1,Cartman Gets an Anal Probe,360,Wendy,""Well, why don't you go get the fat kid? """;;;
"1,1,Cartman Gets an Anal Probe,362,Wendy,""Well, if the fat kid has something implanted in his ass, maybe the Visitors are using him as part of their plan. You should use the fat kid as bait to bring them back. """;;;
"1,1,Cartman Gets an Anal Probe,364,Wendy,""Come on, Stan. [She walks past him, following Kyle.] """;;;
1,1,Cartman Gets an Anal Probe,366,Wendy,Eww! [She walks away.] ;;;
"1,1,Cartman Gets an Anal Probe,394,Wendy,""Hey, he's like Rudolph. """;;;
"1,1,Cartman Gets an Anal Probe,470,Wendy,""Whatever, dude. """;;;
1,1,Cartman Gets an Anal Probe,472,Wendy,Cool! ;;;
1,1,Cartman Gets an Anal Probe,476,Wendy,Eww! ;;;
"1,1,Cartman Gets an Anal Probe,478,Wendy,""Hey, look. A French fry. """;;;
1,1,Cartman Gets an Anal Probe,480,Wendy,And what is that? ;;;
"1,1,Cartman Gets an Anal Probe,483,Wendy,""Hey, what's that? """;;;
"1,1,Cartman Gets an Anal Probe,485,Wendy,""Oh hey, what about that? """;;;
"1,2,Weight Gain 4000,524,Wendy,""[Softly.] Wow, I knew I would win. """;;;
1,2,Weight Gain 4000,527,Wendy,What? ;;;
1,2,Weight Gain 4000,536,Wendy,He doesn't even know what he wrote about! ;;;
1,2,Weight Gain 4000,538,Wendy,My paper was on the suffering of bottle-nose dolphins. ;;;
1,2,Weight Gain 4000,542,Wendy,What? ;;;
1,2,Weight Gain 4000,563,Wendy,[Passing by.] Hitler was famous too. ;;;
"1,2,Weight Gain 4000,613,Wendy,""Mrs. Mayor, you might want to review the essays. We think Cartman might have cheated. """;;;
1,2,Weight Gain 4000,735,Wendy,Hi guys. ;;;
1,2,Weight Gain 4000,742,Wendy,I'm gonna find Cartman's paper and get to the bottom of this. ;;;
1,2,Weight Gain 4000,758,Wendy,Hello? ;;;
"1,2,Weight Gain 4000,760,Wendy,""My essay by Eric Cartman: """"When I wrote the following pages, or rather the bulk of them, I lived alone in the woods on the shore of..."""" """;;;
1,2,Weight Gain 4000,763,Wendy,[Hushed.] Oh my God. ;;;
"1,2,Weight Gain 4000,783,Wendy,""[Rushing in.] You guys, we have to stop him! """;;;
1,2,Weight Gain 4000,785,Wendy,Mr. Garrison! He's going to try to kill Kathie Lee Gifford! ;;;
1,2,Weight Gain 4000,787,Wendy,He's got a gun! ;;;
"1,2,Weight Gain 4000,789,Wendy,""It just so happens that I have your paper, and I know why you won! There's something more important right now. Let's go! """;;;
"1,2,Weight Gain 4000,791,Wendy,""[Sweetly.] Stan, I can't do it alone. Please? """;;;
"1,2,Weight Gain 4000,816,Wendy,""[Wendy and Stan run up.] Officer Barbrady, Mr. Garrison is about to kill Kathie Lee! We have to find him! """;;;
1,2,Weight Gain 4000,833,Wendy,I know that she's hurt you. She's hurt a lot of people. ;;;
1,2,Weight Gain 4000,835,Wendy,You should have won that talent show. ;;;
"1,2,Weight Gain 4000,841,Wendy,""I know that Mr. Garrison, but this isn't the answer. """;;;
"1,2,Weight Gain 4000,844,Wendy,""You see, I've learned something today, you can't win all the time, and if you don't win, you certainly can't hold it against the person who did, because that's the only way you ever really lose. """;;;
1,2,Weight Gain 4000,847,Wendy,Gooood. ;;;
1,2,Weight Gain 4000,865,Wendy,You don't deserve to win Cartman. And you know it. ;;;
"1,2,Weight Gain 4000,867,Wendy,""I'm holding Cartman's award winning paper. It's actually nothing more than Walden, with Henry David Thoreau's name crossed out, and Cartman's name written in its place. """;;;
"1,2,Weight Gain 4000,871,Wendy,""Well, not if it's Cartman. """;;;
"1,2,Weight Gain 4000,873,Wendy,""Hey, where are you all going! """;;;
1,2,Weight Gain 4000,875,Wendy,They don't even know what Walden is. ;;;
1,2,Weight Gain 4000,877,Wendy,I bet if Walden was a sitcom you'd all know what it was. ;;;
"1,2,Weight Gain 4000,879,Wendy,""Ah, what the hell. """;;;
"1,7,Pinkeye,2892,Wendy,""Hi, Stan. """;;;
1,7,Pinkeye,2894,Wendy,Yeahhh? ;;;
"1,7,Pinkeye,2896,Wendy,""I know, but then... I guess I just realized how stupid we would look. """;;;
"1,7,Pinkeye,2898,Wendy,""I thought you would reach the same conclusion, so, I came as Chewbacca. """;;;
1,7,Pinkeye,2916,Wendy,Eww. ;;;
1,7,Pinkeye,3018,Wendy,Relax Stan. You'll feel better once we're out trick-or-treating. ;;;
1,7,Pinkeye,3070,Wendy,Hi guys. ;;;
"1,7,Pinkeye,3073,Wendy,""Oh, I didn't want all that sweet stuff. I gave it away to hungry children in Nairobi. """;;;
1,7,Pinkeye,3075,Wendy,Let's go trick-or-treats. ;;;
"1,7,Pinkeye,3077,Wendy,""Stan, I'm awful sorry you got dressed up like Raggedy Andy. Please don't be mad. """;;;
1,7,Pinkeye,3080,Wendy,But Stan! ;;;
1,7,Pinkeye,3083,Wendy,AAAAAAAAAAAH! ;;;
1,7,Pinkeye,3253,Wendy,Aaahahah! ;;;
1,7,Pinkeye,3261,Wendy,Aaahh. ;;;
1,7,Pinkeye,3269,Wendy,Aaah! ;;;
1,7,Pinkeye,3271,Wendy,Aaah! ;;;
"1,7,Pinkeye,3275,Wendy,""Oh, what happened? Stan? """;;;
1,7,Pinkeye,3280,Wendy,I'm sorry I dissed you at school like that Stan. I guess I just wasn't very considerate of your feelings. ;;;
1,7,Pinkeye,3282,Wendy,Maybe we could actually kiss tonight Stan. ;;;
"1,7,Pinkeye,3284,Wendy,""Eww, gross Stan, sick! Barf is gross! """;;;
1,8,Starvin' Marvin,3380,Wendy,Don't you want to help those who are less fortunate?! ;;;
1,8,Starvin' Marvin,3382,Wendy,This is the one time of year you're supposed to care about people who can't eat! ;;;
1,8,Starvin' Marvin,3384,Wendy,Many would rather die than go to those places! ;;;
"1,9,""Mr. Hankey, the Christmas Poo"",3785,Wendy,Unh [labored breathing] Oh! ";;;
"1,9,""Mr. Hankey, the Christmas Poo"",3787,Wendy,Aaaah! ";;;
"1,9,""Mr. Hankey, the Christmas Poo"",3789,Wendy,UUuuhh-UUuuhh. ";;;
"1,9,""Mr. Hankey, the Christmas Poo"",3798,Wendy,Okay. ";;;
"1,9,""Mr. Hankey, the Christmas Poo"",3831,Wendy,""You guys, look! It's snowing! """;;;
"1,9,""Mr. Hankey, the Christmas Poo"",3835,Wendy,Try to catch snowflakes on your tongue. ";;;
"1,9,""Mr. Hankey, the Christmas Poo"",3837,Wendy,It's fun. ";;;
"1,9,""Mr. Hankey, the Christmas Poo"",4180,Wendy,Yeah. ";;;
"1,9,""Mr. Hankey, the Christmas Poo"",4197,Wendy,I believe in Mr. Hankey. ";;;
"1,11,Tom's Rhinoplasty,4728,Wendy,""Stan, you know it's almost Valentine's Day. """;;;
1,11,Tom's Rhinoplasty,4730,Wendy,Maybe we should go on a cruise or something. ;;;
"1,11,Tom's Rhinoplasty,4733,Wendy,""I know, but...we can make a little boat out of cardboard and pretend it's a cruise. """;;;
1,11,Tom's Rhinoplasty,4739,Wendy, -and then we can dress up in little costumes and pretend we're getting married. ;;;
1,11,Tom's Rhinoplasty,4767,Wendy,[Gasps.] Stan? Stan?! ;;;
"1,11,Tom's Rhinoplasty,4813,Wendy,""[Approaching.] Stan, didn't you notice how her left arm is longer than the right one? """;;;
1,11,Tom's Rhinoplasty,4815,Wendy,Well it is! ;;;
"1,11,Tom's Rhinoplasty,4819,Wendy,""Well, did you notice that mole on the back of her neck with the hair growing out of it? """;;;
"1,11,Tom's Rhinoplasty,4822,Wendy,""[Panicking a little.] Stan? We're still Valentines, right? """;;;
"1,11,Tom's Rhinoplasty,4899,Wendy,""Ms. Ellen, can I talk to you? """;;;
"1,11,Tom's Rhinoplasty,4902,Wendy,""I couldn't help but notice you taking a liking to my boyfriend, Stan. """;;;
"1,11,Tom's Rhinoplasty,4904,Wendy,""Can I tell you something, Ms. Ellen? """;;;
1,11,Tom's Rhinoplasty,4907,Wendy,Don't fuck with me! ;;;
"1,11,Tom's Rhinoplasty,4909,Wendy,""You heard me! Stay away from my man, bitch, or I'll whup your sorry little ass back to last year! """;;;
"1,11,Tom's Rhinoplasty,4911,Wendy,""[Sweetly.] Bye, Ms. Ellen. """;;;
"1,11,Tom's Rhinoplasty,4937,Wendy,""When someone gets as old as you, """;;;
1,11,Tom's Rhinoplasty,4939,Wendy,Do they have to wear Depends undergarments? ;;;
"1,11,Tom's Rhinoplasty,4945,Wendy,""Hi, Stan. """;;;
"1,11,Tom's Rhinoplasty,4947,Wendy,""HI, STAN! """;;;
"1,11,Tom's Rhinoplasty,4949,Wendy,""I was just in the bathroom, and Ms. Ellen was in there taking the biggest dump I've ever seen. """;;;
"1,11,Tom's Rhinoplasty,4951,Wendy,""Yes, she was! """;;;
"1,11,Tom's Rhinoplasty,4953,Wendy,""Well, she did! And she has horrible, horrible gas, too! She says she can't control it! """;;;
1,11,Tom's Rhinoplasty,4955,Wendy,It smells like a dead calf rotting in the hot sun! ;;;
1,11,Tom's Rhinoplasty,4959,Wendy,NO I'M NOT ACTING LIKE A FREEEAK!!! ;;;
"1,11,Tom's Rhinoplasty,5018,Wendy,""Thanks for coming over, Bebe. """;;;
"1,11,Tom's Rhinoplasty,5021,Wendy,""That mean old substitute isn't going to stop until she takes everything from me, Bebe. """;;;
"1,11,Tom's Rhinoplasty,5023,Wendy,""Yeah. What I'd really like to do is load her into a rocket and have her shoot into the center of the sun. But instead, I'll just get Stan to notice me again. Bebe, I need a makeover. """;;;
"1,11,Tom's Rhinoplasty,5034,Wendy,""Hi guys, what's up? """;;;
"1,11,Tom's Rhinoplasty,5038,Wendy,""Oh. Hi, Stan. """;;;
"1,11,Tom's Rhinoplasty,5040,Wendy,""I think it worked, Bebe. """;;;
1,11,Tom's Rhinoplasty,5051,Wendy,DIE!! ;;;
1,11,Tom's Rhinoplasty,5058,Wendy,Hooray! Hooray! Hooray for Mr. Garrison! ;;;
"1,11,Tom's Rhinoplasty,5060,Wendy,""He's back! He's back! Mr. Garrison is back! So loong, substitute. Don't let the door hit your ass on the way out, now. """;;;
1,11,Tom's Rhinoplasty,5065,Wendy,Wwhat? ;;;
1,11,Tom's Rhinoplasty,5067,Wendy,You...you can't. ;;;
1,11,Tom's Rhinoplasty,5078,Wendy,Noooo! Noooo! ;;;
1,11,Tom's Rhinoplasty,5081,Wendy,Nooo!! Nooo!! ;;;
1,11,Tom's Rhinoplasty,5083,Wendy,AAAAAAAAAAAAAAAAAAAAAAAAAA!!! ;;;
1,11,Tom's Rhinoplasty,5107,Wendy,It's over. I give up. ;;;
1,11,Tom's Rhinoplasty,5132,Wendy,Ms. Ellen. Can I talk to you? ;;;
1,11,Tom's Rhinoplasty,5134,Wendy,No. I just have to apologize for the way I've been acting. ;;;
"1,11,Tom's Rhinoplasty,5136,Wendy,""No, it's not. Since you're here to stay, I just hope we can be friends. """;;;
"1,11,Tom's Rhinoplasty,5138,Wendy,""And - ahem - I want to apologize to everybody. The way I acted was wrong, """;;;
1,11,Tom's Rhinoplasty,5140,Wendy,...and I've learned from it. ;;;
"1,11,Tom's Rhinoplasty,5142,Wendy,""I just wish...Stan, and Ms. Ellen, would have all the happiness in the world. """;;;
"1,11,Tom's Rhinoplasty,5167,Wendy,""Oh, coool! """;;;
1,11,Tom's Rhinoplasty,5179,Wendy,Wow. ;;;
1,11,Tom's Rhinoplasty,5181,Wendy,What incredible irony. ;;;
"1,11,Tom's Rhinoplasty,5184,Wendy,""Yeah, you just never know. """;;;
"1,11,Tom's Rhinoplasty,5186,Wendy,""Happy Valentine's Day, Staan. """;;;
1,11,Tom's Rhinoplasty,5190,Wendy,Eeewwww! ;;;
"1,11,Tom's Rhinoplasty,5193,Wendy,""No, it's okay, Stan! """;;;
1,11,Tom's Rhinoplasty,5195,Wendy,Everything's going to be o-kay! ;;;
"1,11,Tom's Rhinoplasty,5212,Wendy,""Thanks, Mrs. Campbell. Thanks for helping me get Mr. Garrison to come back as a teacher. """;;;
"1,11,Tom's Rhinoplasty,5215,Wendy,""Oh, hi, Kyle! """;;;
1,11,Tom's Rhinoplasty,5217,Wendy,U-huh. Excuse me. ;;;
1,11,Tom's Rhinoplasty,5219,Wendy,Ka fahra qehlaq hemblaq! ;;;
1,11,Tom's Rhinoplasty,5221,Wendy,Laq hemblaq henlaq henlalah qemblaq! ;;;
1,11,Tom's Rhinoplasty,5223,Wendy,Kaqemblaq! ;;;
"1,11,Tom's Rhinoplasty,5228,Wendy,""Wait, wait! """;;;
1,11,Tom's Rhinoplasty,5230,Wendy,It's time to whip out the eclipse shoe-box thing! ;;;
"1,11,Tom's Rhinoplasty,5232,Wendy,""Bye-bye, Ms. Ellen. """;;;
1,11,Tom's Rhinoplasty,5234,Wendy,I told her. [suddenly gains white irises] Don't... fuck... with... Wendy... Testaburger! ;;;
"2,7,City on the Edge of Forever (Flashbacks),9158,Wendy,""Hey, he's like Rudolph. """;;;
2,7,City on the Edge of Forever (Flashbacks),9180,Wendy,Mmmm. ;;;
2,7,City on the Edge of Forever (Flashbacks),9321,Wendy,But Mr. Garrison! ;;;
2,7,City on the Edge of Forever (Flashbacks),9329,Wendy,Mmmm. ;;;
2,9,Chef's Chocolate Salty Balls,10084,Wendy,Wow! Cool! ;;;
2,9,Chef's Chocolate Salty Balls,10089,Wendy,No they're not! Independent films are produced outside the Hollywood system. They're movies about all the glitz and glamour of Hollywood. ;;;
"2,9,Chef's Chocolate Salty Balls,10091,Wendy,""Once again, you have no idea what you're talking about, fatass! """;;;
2,9,Chef's Chocolate Salty Balls,10093,Wendy,(Gasp)! ;;;
"2,9,Chef's Chocolate Salty Balls,10140,Wendy,""Stan, I have two tickets for the opening film of the festival. Would you like to come with me? """;;;
"2,9,Chef's Chocolate Salty Balls,10149,Wendy,""Stan, film festival movies usually don't have previews before them. """;;;
2,9,Chef's Chocolate Salty Balls,10166,Wendy,Sshh! ;;;
"2,9,Chef's Chocolate Salty Balls,10367,Wendy,""Come on, Stan, we're gonna be late for the screening! """;;;
"2,9,Chef's Chocolate Salty Balls,10452,Wendy,""[Arriving.] Hi, Stan. Ready to go see another movie? [Damn.] """;;;
2,9,Chef's Chocolate Salty Balls,10462,Wendy,Eeewww! ;;;
"2,9,Chef's Chocolate Salty Balls,10562,Wendy,""[Stopping by.] Stan, I'm sorry I dragged you to all those independent films. """;;;
"2,9,Chef's Chocolate Salty Balls,10564,Wendy,""Sometimes I forget that even though a few independent films are great, most of them suck ass. """;;;
"2,11,Roger Ebert Should Lay off the Fatty Foods,11353,Wendy,""Yeah, me too! Me too! """;;;
"2,12,Clubhouses,11610,Wendy,""Hi, Stan. """;;;
"2,12,Clubhouses,11612,Wendy,""Kyle, doesn't Bebe look pretty today? """;;;
2,12,Clubhouses,11615,Wendy,She does. She looks very pretty. ;;;
"2,12,Clubhouses,11617,Wendy,""Stan, can I talk to you for a second? """;;;
"2,12,Clubhouses,11619,Wendy,""Stan, wouldn't it be fun if we fixed Kyle up with Bebe? """;;;
"2,12,Clubhouses,11621,Wendy,""If Bebe and Kyle were a couple, then we can invite them over to your clubhouse for dinner and play parlor games and have meaningful conversations and sip cognac by the fireplace. """;;;
"2,12,Clubhouses,11623,Wendy,""Yeah, Stan. """;;;
2,12,Clubhouses,11625,Wendy,You don't?? I thought all guys had clubhouses. ;;;
"2,12,Clubhouses,11631,Wendy,""Stan, you have to build a clubhouse! Then all four of us can sit in it and play Truth or Dare! """;;;
"2,12,Clubhouses,11639,Wendy,""I think it did, Bebe. If all goes as planned, Kyle will be your new boyfriend. """;;;
2,12,Clubhouses,11774,Wendy,Is the clubhouse ready? ;;;
"2,12,Clubhouses,11874,Wendy,""Hi, guys. How's the clubhouse coming? """;;;
"2,12,Clubhouses,11876,Wendy,""Well, hurry! We wanna play Truth or Dare! """;;;
"2,12,Clubhouses,12016,Wendy,""[Entering the clubhouse.] Hi, guys. """;;;
2,12,Clubhouses,12026,Wendy,I will. Kyle? ;;;
2,12,Clubhouses,12028,Wendy,Truth or Dare? ;;;
2,12,Clubhouses,12033,Wendy,[Whispers.] How about we give him Bebe? ;;;
2,12,Clubhouses,12035,Wendy,[Whispers.] Okay. ;;;
2,12,Clubhouses,12037,Wendy,Kiss Bebe on the lips! ;;;
"2,12,Clubhouses,12039,Wendy,""What's the matter, Kyle? """;;;
"2,12,Clubhouses,12052,Wendy,""Your turn, Bebe. """;;;
"2,12,Clubhouses,12061,Wendy,""Bye, Stan. Hopefully we can play Truth or Dare tomorrow. """;;;
"2,12,Clubhouses,12190,Wendy,""Wow, that sucks! Do you think it'll hurt? """;;;
"3,5,Tweek vs. Craig,16692,Wendy,""I requested to be in shop class, but they sent me here. """;;;
3,5,Tweek vs. Craig,16858,Wendy,[joins the group] What's happening? ;;;
3,5,Tweek vs. Craig,16860,Wendy,Oh cool! ;;;
"3,5,Tweek vs. Craig,16867,Wendy,""Yeah, if you're gonna do it, do it! """;;;
"3,5,Tweek vs. Craig,16883,Wendy,""Yeah. Christ, I could have been home by now! """;;;
3,5,Tweek vs. Craig,16957,Wendy,Yeah! [the girls begin to file out of class] ;;;
"3,11,Chinpokomon,19086,Wendy,""Dare ga pu shita no. [""""Who farted?""""] """;;;
4,3,Timmy 2000,22154,Wendy,1776;;;
"4,6,Cherokee Hair Tampons,23284,Wendy,""It's not that funny, you guys. Jesus. """;;;
"4,7,Chef Goes Nanners,23672,Wendy,""We'll march with you, Chef. """;;;
4,7,Chef Goes Nanners,23705,Wendy,How could any of you think that flag should stay the way it is?! ;;;
4,7,Chef Goes Nanners,23708,Wendy,[upset] Stan?! How could you be so insensitive?! ;;;
4,7,Chef Goes Nanners,23712,Wendy,[mortified] Nooo! [Cartman chuckles some more] ;;;
"4,7,Chef Goes Nanners,23727,Wendy,""Okay. Now, in order for us the debate to change the South Park flag, we will need to do a lot of research. Now, my plan is to divide up into three research teams. We will present our arguments based on things that w- """;;;
4,7,Chef Goes Nanners,23729,Wendy,[glares at him for a few seconds] Nice of you to show up! We were just discussing how we should state our case. ;;;
4,7,Chef Goes Nanners,23731,Wendy,[stunned] What?? ;;;
"4,7,Chef Goes Nanners,23737,Wendy,""[walks up to him] Cartman, we can't just attack Stan and Kyle's credibility. We need to present our side of the debate. """;;;
4,7,Chef Goes Nanners,23739,Wendy,The South Park flag! ;;;
4,7,Chef Goes Nanners,23741,Wendy,D'aaaaahhh! ;;;
"4,7,Chef Goes Nanners,23779,Wendy,""This might come in handy. It says here that recently a case was brought before the South Carolina Court about their flag, and they- """;;;
4,7,Chef Goes Nanners,23781,Wendy,If we could show a parallel between the South Carolina case- ;;;
"4,7,Chef Goes Nanners,23783,Wendy,""Cartman, why don't you just go home?! You aren't helping any! """;;;
"4,7,Chef Goes Nanners,23785,Wendy,""That's because you're stupid, and you're a racist! """;;;
"4,7,Chef Goes Nanners,23828,Wendy,""I can't believe it. All the pressure's on us. I mean, this debate is going to actually affect the outcome of the vote. """;;;
"4,7,Chef Goes Nanners,23830,Wendy,""Oh man, we've got to come up with rebuttals to the history argument. """;;;
4,7,Chef Goes Nanners,23832,Wendy,Huh? ;;;
"4,7,Chef Goes Nanners,23834,Wendy,""[mulls over the argument] Hey, that's a pretty good point, Cartman. """;;;
4,7,Chef Goes Nanners,23836,Wendy,Not bad at all. I may make that our first argument. [takes a cookie] ;;;
4,7,Chef Goes Nanners,23838,Wendy,Double-stuffed cookies are my favorite. [starts eating] ;;;
"4,7,Chef Goes Nanners,23840,Wendy,""Hey, that's what I always do, too! """;;;
"4,7,Chef Goes Nanners,23842,Wendy,""Yeah. Jesus, I never thought I'd have anything in common with you, Cartman. """;;;
4,7,Chef Goes Nanners,23844,Wendy,Aha ha. ;;;
"4,7,Chef Goes Nanners,23848,Wendy,""Weird, um. Okay. Uh. Now, let's say that first we talk about the history of the flag. [reaches for a cookie] We can show that the- [Cartman's hand rests on hers. Their eyes meet and the music crescendos] """;;;
"4,7,Chef Goes Nanners,23850,Wendy,""No. [shoves the plate back, Music fades.] You go ahead. """;;;
"4,7,Chef Goes Nanners,23874,Wendy,""[turns and runs to him] Cartman! [Cartman gets off the steed and runs to Wendy, his hair billowing in the wind] """;;;
4,7,Chef Goes Nanners,23876,Wendy,Say it'll be like this forever. ;;;
"4,7,Chef Goes Nanners,23878,Wendy,""Oh, Cartman! [Cartman looks at her, his hair billowing in the wind] """;;;
"4,7,Chef Goes Nanners,23880,Wendy,""AAAAAAaaaah! [pants heavily, then dunks her head in the fish bowl on the little desk next to her bed.] Brrrrr. What's wrong with me? [hops down and heads for the bathroom, flips the lights on, goes to the sink, hops on a stool, and checks out her tongue and eyes, while Russell Crowe poster behind her stares on] Ahhh. It's okay. Get a grip, girl. [hops down and heads for the switch. She's about to turn off the lights when a voice stops her] """;;;
4,7,Chef Goes Nanners,23882,Wendy,[shocked at the hallucination] Aaaah! ;;;
"4,7,Chef Goes Nanners,23884,Wendy,""[turns around, looks up, then sits down with her face in her hands] Oh God, please don't let this be happening. """;;;
"4,7,Chef Goes Nanners,23917,Wendy,""[leads Bebe in] Thanks for coming over, Bebe. I have something to tell you. """;;;
"4,7,Chef Goes Nanners,23919,Wendy,""Bebe, I'm attracted to Cartman. """;;;
4,7,Chef Goes Nanners,23921,Wendy,[ashamed] I know. ;;;
"4,7,Chef Goes Nanners,23923,Wendy,""Because I don't know what to do. I can't concentrate, and if I can't concentrate, then I can't win the debate tomorrow. The whole vote is dependent on me doing a good job- """;;;
"4,7,Chef Goes Nanners,23925,Wendy,""You mean, I should kiss him? [looks away embarrassed] """;;;
4,7,Chef Goes Nanners,23927,Wendy,[dreading] Oh God. ;;;
"4,7,Chef Goes Nanners,23930,Wendy,""[Piano music implying a pending dramatic moment approaches. Wendy looks at the audience] The- [looks at Cartman] the- uh, [clears her throat] aheh ahum, [looks at Cartman] the… the- uh, [closes her eyes and pushes her hands out as if to push away the feelings swirling within] Ahhhhh, [exhales softly, then sighs] The first argument we- [her eyes snap back to Cartman, who's still watching her. Stan and Kyle watch as well] ah… [resets] Let me start over. [looks at Stan] The uh- [loses her rudder] oh God. Could you all excuse me for a moment? [steps down and kisses a surprised Cartman full on the lips while she makes high pitched, humming sounds] Mmmmmummmmeeemmeeemeeemmee... """;;;
"4,7,Chef Goes Nanners,23933,Wendy,""[confident now] There. Now, the main point we would like to make is oftentimes it is prudent to change history. As times change we hope to grow, and as we grow our rules must change. It is a natural part of evolution. Thank you. [steps down as people clap. Stan is still in shock that Wendy kissed Cartman. She sits down, Cartman looks at her, then places his hands behind his head in a supreme air of confidence and looks away] """;;;
4,7,Chef Goes Nanners,23968,Wendy,Phew. I'm sure glad that's over with. [the applause begins to die down] ;;;
"4,7,Chef Goes Nanners,23970,Wendy,""[applause stops, background music plays] I can't believe how right Bebe was about feeling under pressure with somebody. As soon as it was over, all my feelings for you just vanished. """;;;
4,7,Chef Goes Nanners,23972,Wendy,I'm totally back to normal. See you later. [the crowd disperses behind her as she pats Cartman's shoulder] ;;;
